1.00000000000000e+000,1.00000000000000e+000,8.33955994541115e+001,2.71000000000000e+002,2.90000000000000e+001,3.38000000000000e+000,1.18300000000000e+001,1.00000000000000e+001
1.00000000000000e+000,2.00000000000000e+000,8.32720541260781e+001,2.19000000000000e+002,2.90000000000000e+001,3.55691591366332e+000,1.38000000000000e+001,0.00000000000000e+000
1.00000000000000e+000,3.00000000000000e+000,7.66421959402116e+001,2.35500000000000e+002,2.95000000000000e+001,3.40000000000000e+000,1.23000000000000e+001,0.00000000000000e+000
1.00000000000000e+000,4.00000000000000e+000,8.87701217546581e+001,2.87000000000000e+002,3.10000000000000e+001,3.47000000000000e+000,1.30400000000000e+001,0.00000000000000e+000
1.00000000000000e+000,5.00000000000000e+000,8.06113343028961e+001,2.43000000000000e+002,2.95000000000000e+001,3.55000000000000e+000,1.15300000000000e+001,8.00000000000000e+000
1.00000000000000e+000,6.00000000000000e+000,7.96542825245473e+001,2.22500000000000e+002,2.81792228695950e+001,3.14031809708590e+000,1.03975315103714e+001,1.00000000000000e+000
1.00000000000000e+000,7.00000000000000e+000,7.37196878254710e+001,1.66000000000000e+002,4.25000000000000e+001,3.06000000000000e+000,1.04800000000000e+001,7.00000000000000e+000
1.00000000000000e+000,8.00000000000000e+000,7.60106817589149e+001,2.05000000000000e+002,3.80000000000000e+001,3.15000000000000e+000,1.14000000000000e+001,0.00000000000000e+000
1.00000000000000e+000,9.00000000000000e+000,7.45753348328136e+001,1.89000000000000e+002,3.35000000000000e+001,3.24000000000000e+000,1.09800000000000e+001,0.00000000000000e+000
1.00000000000000e+000,1.00000000000000e+001,8.22508499703141e+001,2.19500000000000e+002,3.80000000000000e+001,3.00000000000000e+000,1.15500000000000e+001,0.00000000000000e+000
1.00000000000000e+000,1.10000000000000e+001,7.55757404450172e+001,1.75000000000000e+002,4.01269047625706e+001,3.14791472049633e+000,1.09221100883168e+001,1.80000000000000e+001
1.00000000000000e+000,1.20000000000000e+001,7.51899407198033e+001,2.20500000000000e+002,3.75000000000000e+001,3.16000000000000e+000,1.21200000000000e+001,0.00000000000000e+000
1.00000000000000e+000,1.30000000000000e+001,7.51282332524062e+001,2.00000000000000e+002,3.20000000000000e+001,3.32000000000000e+000,1.05900000000000e+001,1.00000000000000e+000
